disrict,client_id,client_catg,region,creation_date,target
69,train_Client_28300,11,103,16/07/2010,0.0
69,train_Client_28301,11,103,09/03/2015,0.0
60,train_Client_28302,11,101,30/03/2017,0.0
69,train_Client_28303,11,104,20/02/1982,0.0
63,train_Client_28304,11,311,21/11/1990,0.0
62,train_Client_28305,11,305,20/01/1993,0.0
62,train_Client_28306,11,301,21/04/2016,0.0
63,train_Client_28307,11,313,28/10/2015,0.0
62,train_Client_28308,11,309,22/06/1983,0.0
63,train_Client_28309,11,311,30/04/2009,0.0
60,train_Client_2831,11,101,28/05/2008,0.0
69,train_Client_28310,11,107,19/02/2010,0.0
60,train_Client_28311,11,101,16/08/1989,0.0
62,train_Client_28312,11,307,12/09/1995,0.0
60,train_Client_28313,11,101,20/06/2000,0.0
69,train_Client_28314,11,107,09/01/1997,0.0
63,train_Client_28315,11,312,10/05/2011,0.0
62,train_Client_28316,11,301,21/01/2015,0.0
63,train_Client_28317,11,311,26/02/2007,0.0
62,train_Client_28318,11,303,14/10/2002,0.0
63,train_Client_28319,11,311,30/12/2002,0.0
69,train_Client_2832,11,103,08/01/2019,0.0
60,train_Client_28320,11,101,15/09/2008,1.0
69,train_Client_28321,11,107,01/12/2010,0.0
69,train_Client_28322,11,107,23/05/1995,1.0
62,train_Client_28323,11,302,08/09/2008,0.0
62,train_Client_28324,11,301,31/01/1985,0.0
60,train_Client_28325,11,101,31/05/2004,0.0
62,train_Client_28326,11,309,24/09/2010,0.0
62,train_Client_28327,11,309,16/01/2016,0.0
62,train_Client_28328,11,307,14/05/1990,1.0
69,train_Client_28329,11,105,18/12/2008,0.0
69,train_Client_2833,11,105,14/08/2006,0.0
60,train_Client_28330,11,101,23/05/2001,0.0
69,train_Client_28331,11,104,05/03/1977,1.0
60,train_Client_28332,11,101,25/09/1997,0.0
63,train_Client_28333,11,101,11/07/1991,0.0
60,train_Client_28334,11,101,21/08/2006,0.0
62,train_Client_28335,11,301,13/10/1980,0.0
60,train_Client_28336,11,101,29/09/1977,0.0
63,train_Client_28337,51,311,30/11/2015,0.0
60,train_Client_28338,11,101,28/11/2006,0.0
60,train_Client_28339,11,101,19/06/2018,0.0
69,train_Client_2834,11,106,13/10/2009,0.0
62,train_Client_28340,11,302,08/12/1994,0.0
60,train_Client_28341,11,101,04/02/2014,0.0
62,train_Client_28342,11,301,30/12/1997,0.0
69,train_Client_28343,11,104,26/06/2012,0.0
69,train_Client_28344,11,107,10/06/2011,0.0
60,train_Client_28345,11,101,18/11/2011,0.0
60,train_Client_28346,11,101,01/12/2008,0.0
62,train_Client_28347,11,305,22/06/2001,0.0
60,train_Client_28348,11,101,18/08/1981,0.0
62,train_Client_28349,11,307,19/04/2018,0.0
62,train_Client_2835,12,371,06/06/2005,0.0
62,train_Client_28350,11,302,30/05/2014,0.0
69,train_Client_28351,11,103,31/05/1977,0.0
63,train_Client_28352,11,306,19/07/2017,0.0
63,train_Client_28353,11,311,14/04/1993,0.0
63,train_Client_28354,11,311,02/05/2017,0.0
63,train_Client_28355,11,312,21/06/1995,1.0
60,train_Client_28356,11,101,31/01/2018,0.0
63,train_Client_28357,11,306,17/09/1999,0.0
69,train_Client_28358,11,104,16/11/2015,0.0
69,train_Client_28359,11,103,03/06/2010,0.0
60,train_Client_2836,11,101,31/05/2008,0.0
62,train_Client_28360,11,303,08/09/2008,0.0
62,train_Client_28361,11,303,13/02/2003,0.0
62,train_Client_28362,11,307,26/09/2000,0.0
62,train_Client_28363,11,301,27/11/2002,0.0
69,train_Client_28364,11,104,29/06/2012,0.0
69,train_Client_28365,11,104,21/10/2011,0.0
63,train_Client_28366,11,311,19/08/2017,0.0
62,train_Client_28367,11,310,10/04/2000,0.0
60,train_Client_28368,51,101,21/04/2016,0.0
60,train_Client_28369,11,101,25/09/2008,0.0
62,train_Client_2837,11,303,10/05/2007,0.0
62,train_Client_28370,11,305,22/11/1989,0.0
69,train_Client_28371,11,104,08/10/2007,0.0
62,train_Client_28372,11,301,16/05/2009,0.0
62,train_Client_28373,11,303,28/07/1987,0.0
69,train_Client_28374,11,103,24/05/2011,0.0
69,train_Client_28375,11,103,11/12/2014,0.0
60,train_Client_28376,11,101,23/04/1981,0.0
60,train_Client_28377,11,101,22/04/2008,0.0
69,train_Client_28378,11,103,24/03/2010,0.0
63,train_Client_28379,11,372,07/03/2013,0.0
60,train_Client_2838,11,101,26/01/2017,0.0
62,train_Client_28380,11,301,10/06/2011,0.0
69,train_Client_28381,11,107,12/10/2001,0.0
63,train_Client_28382,11,312,25/12/1990,0.0
63,train_Client_28383,11,312,17/12/2015,0.0
62,train_Client_28384,11,302,19/05/2011,0.0
63,train_Client_28385,11,311,28/02/2001,0.0
60,train_Client_28386,11,101,30/09/1996,0.0
63,train_Client_28387,11,101,05/09/2013,0.0
62,train_Client_28388,11,301,17/09/2008,0.0
69,train_Client_28389,11,107,29/12/2010,0.0
62,train_Client_2839,11,305,26/12/1986,0.0
63,train_Client_28390,11,306,23/11/2011,0.0
60,train_Client_28391,11,101,05/09/2008,0.0
63,train_Client_28392,11,312,17/02/1988,0.0
69,train_Client_28393,12,104,02/02/2008,0.0
62,train_Client_28394,11,307,06/03/2019,0.0
62,train_Client_28395,11,309,30/06/2003,0.0
60,train_Client_28396,11,101,09/05/2012,0.0
62,train_Client_28397,11,301,19/12/2008,0.0
63,train_Client_28398,11,311,16/10/1997,0.0
63,train_Client_28399,11,311,20/01/1993,1.0
69,train_Client_284,11,104,01/10/1984,0.0
69,train_Client_2840,11,104,15/11/2000,0.0
60,train_Client_28400,11,101,25/12/1998,0.0
63,train_Client_28401,11,311,26/12/1995,0.0
62,train_Client_28402,11,310,05/10/2004,0.0
69,train_Client_28403,11,107,17/05/2012,0.0
63,train_Client_28404,11,306,03/10/1995,0.0
69,train_Client_28405,11,106,26/01/1988,0.0
69,train_Client_28406,11,104,04/07/2008,0.0
69,train_Client_28407,11,104,31/07/2001,0.0
62,train_Client_28408,11,307,19/06/1987,0.0
60,train_Client_28409,11,101,01/02/2011,0.0
63,train_Client_2841,11,379,25/02/2003,0.0
63,train_Client_28410,11,311,26/05/2005,0.0
63,train_Client_28411,11,311,14/06/1994,1.0
69,train_Client_28412,11,104,31/12/2014,0.0
69,train_Client_28413,11,104,17/02/2018,0.0
60,train_Client_28414,11,101,01/09/1994,0.0
63,train_Client_28415,11,311,11/05/2000,0.0
69,train_Client_28416,11,104,19/09/2005,0.0
63,train_Client_28417,11,308,08/12/2011,0.0
62,train_Client_28418,11,304,07/11/1980,0.0
69,train_Client_28419,11,103,16/07/2003,0.0
63,train_Client_2842,11,311,06/11/2013,0.0
60,train_Client_28420,11,101,28/10/1997,0.0
69,train_Client_28421,11,107,24/04/2000,0.0
62,train_Client_28422,11,310,11/05/2011,0.0
69,train_Client_28423,11,103,10/03/2016,0.0
69,train_Client_28424,11,103,24/08/2012,1.0
62,train_Client_28425,11,303,10/02/1986,0.0
62,train_Client_28426,11,305,30/11/1999,0.0
60,train_Client_28427,11,101,19/06/1980,0.0
62,train_Client_28428,11,303,08/08/1981,0.0
60,train_Client_28429,11,101,12/07/1984,0.0
62,train_Client_2843,11,305,26/03/2018,0.0
62,train_Client_28430,11,301,14/04/1995,0.0
62,train_Client_28431,11,302,21/12/1977,0.0
60,train_Client_28432,11,101,26/06/1987,0.0
63,train_Client_28433,11,101,04/09/1992,0.0
60,train_Client_28434,11,101,01/12/1997,0.0
62,train_Client_28435,11,303,07/04/2004,0.0
63,train_Client_28436,11,311,21/11/1985,0.0
62,train_Client_28437,11,307,07/03/2007,0.0
69,train_Client_28438,12,103,01/07/2011,0.0
60,train_Client_28439,11,101,11/02/1998,0.0
62,train_Client_2844,11,304,21/04/1997,0.0
63,train_Client_28440,11,311,26/03/2014,0.0
62,train_Client_28441,11,309,13/11/2000,0.0
63,train_Client_28442,11,311,10/06/2014,0.0
63,train_Client_28443,11,311,16/03/2007,0.0
62,train_Client_28444,11,309,12/12/2012,0.0
60,train_Client_28445,11,101,20/09/1994,0.0
60,train_Client_28446,11,101,02/12/2003,0.0
60,train_Client_28447,11,101,20/04/1995,0.0
62,train_Client_28448,11,305,01/06/2011,0.0
60,train_Client_28449,11,101,20/05/1981,0.0
60,train_Client_2845,11,101,27/09/1995,0.0
69,train_Client_28450,11,104,14/12/2016,0.0
63,train_Client_28451,11,311,20/11/1996,0.0
63,train_Client_28452,11,306,14/02/2011,0.0
60,train_Client_28453,11,101,25/12/2005,0.0
60,train_Client_28454,11,101,16/03/1978,0.0
63,train_Client_28455,11,312,09/12/2015,0.0
69,train_Client_28456,11,105,04/04/1991,0.0
60,train_Client_28457,11,101,23/09/1997,0.0
69,train_Client_28458,11,104,14/11/2006,1.0
60,train_Client_28459,11,101,04/06/2012,0.0
63,train_Client_2846,11,101,31/01/1991,0.0
63,train_Client_28460,11,311,22/12/1999,0.0
62,train_Client_28461,11,371,14/11/2012,0.0
69,train_Client_28462,11,104,25/03/2009,0.0
63,train_Client_28463,11,313,21/08/2014,0.0
62,train_Client_28464,11,304,16/08/2005,0.0
60,train_Client_28465,11,101,29/03/1989,0.0
60,train_Client_28466,51,101,18/06/2013,0.0
69,train_Client_28467,11,107,27/10/1997,0.0
63,train_Client_28468,11,313,06/11/2009,0.0
60,train_Client_28469,11,101,05/11/2008,0.0
69,train_Client_2847,11,105,25/11/1994,1.0
60,train_Client_28470,11,101,10/05/1990,0.0
60,train_Client_28471,11,101,19/06/2013,0.0
63,train_Client_28472,11,311,09/06/1995,1.0
63,train_Client_28473,11,311,28/10/2003,0.0
62,train_Client_28474,11,310,25/09/2002,0.0
63,train_Client_28475,12,306,19/02/1980,0.0
62,train_Client_28476,11,303,17/04/2012,0.0
69,train_Client_28477,11,104,10/03/2011,0.0
69,train_Client_28478,11,104,23/05/1994,0.0
60,train_Client_28479,11,101,29/09/2005,0.0
69,train_Client_2848,11,107,24/04/2009,0.0
63,train_Client_28480,11,101,17/11/1997,0.0
63,train_Client_28481,11,311,27/04/1999,0.0
69,train_Client_28482,11,104,09/10/2000,0.0
63,train_Client_28483,11,311,23/02/2011,0.0
69,train_Client_28484,11,104,04/11/2003,0.0
69,train_Client_28485,11,104,29/05/2003,0.0
63,train_Client_28486,11,311,30/11/2005,0.0
63,train_Client_28487,11,308,19/05/2018,0.0
63,train_Client_28488,11,311,14/04/1995,0.0
60,train_Client_28489,11,101,10/08/2006,0.0
62,train_Client_2849,11,304,06/05/2015,0.0
60,train_Client_28490,11,101,22/07/2011,0.0
69,train_Client_28491,11,104,22/12/1997,0.0
62,train_Client_28492,11,310,14/09/1993,0.0
62,train_Client_28493,11,303,02/05/2007,0.0
63,train_Client_28494,11,311,16/12/2003,0.0
63,train_Client_28495,11,311,28/08/2003,1.0
69,train_Client_28496,11,104,25/09/1991,0.0
62,train_Client_28497,11,310,05/03/2008,0.0
60,train_Client_28498,12,101,17/06/1994,0.0
62,train_Client_28499,11,304,24/05/1980,0.0
63,train_Client_285,11,311,25/09/1996,0.0
60,train_Client_2850,11,101,18/04/1996,0.0
60,train_Client_28500,11,101,20/12/2001,0.0
60,train_Client_28501,11,101,25/12/1998,0.0
69,train_Client_28502,11,104,18/05/2012,0.0
60,train_Client_28503,11,101,12/03/2009,0.0
63,train_Client_28504,11,306,22/12/1999,0.0
69,train_Client_28505,11,104,27/01/2014,0.0
69,train_Client_28506,11,104,09/12/2004,0.0
63,train_Client_28507,11,311,06/10/1988,0.0
69,train_Client_28508,11,103,29/09/1979,0.0
62,train_Client_28509,11,304,11/11/2010,0.0
60,train_Client_2851,11,101,29/12/1983,0.0
62,train_Client_28510,11,309,08/06/2009,0.0
69,train_Client_28511,11,104,09/06/1980,0.0
60,train_Client_28512,11,101,13/02/2012,0.0
62,train_Client_28513,11,303,27/08/2003,0.0
63,train_Client_28514,11,306,02/10/2006,0.0
63,train_Client_28515,11,306,28/10/2015,0.0
60,train_Client_28516,11,101,14/06/2011,0.0
69,train_Client_28517,11,104,05/07/2004,0.0
69,train_Client_28518,11,107,26/01/2013,0.0
60,train_Client_28519,11,101,01/10/2004,0.0
69,train_Client_2852,11,104,16/09/2016,1.0
63,train_Client_28520,11,311,27/03/1990,0.0
69,train_Client_28521,11,107,06/11/1986,0.0
60,train_Client_28522,11,101,07/05/1997,0.0
63,train_Client_28523,11,311,12/09/2013,0.0
69,train_Client_28524,11,107,22/10/2016,0.0
62,train_Client_28525,11,307,29/01/2013,0.0
69,train_Client_28526,11,104,25/11/2013,0.0
62,train_Client_28527,11,302,28/06/2005,0.0
60,train_Client_28528,11,101,02/06/1998,0.0
69,train_Client_28529,11,104,19/04/2010,0.0
62,train_Client_2853,11,304,30/09/2002,1.0
63,train_Client_28530,11,313,30/06/2017,0.0
62,train_Client_28531,11,310,16/07/2012,0.0
63,train_Client_28532,11,311,30/11/2001,0.0
62,train_Client_28533,11,307,20/01/1993,1.0
69,train_Client_28534,11,103,24/12/2016,0.0
63,train_Client_28535,11,311,26/03/2018,0.0
60,train_Client_28536,11,101,11/11/2013,0.0
60,train_Client_28537,11,101,29/12/1986,0.0
69,train_Client_28538,11,104,29/01/2002,0.0
63,train_Client_28539,11,311,06/10/1988,0.0
63,train_Client_2854,11,306,29/12/1986,0.0
60,train_Client_28540,11,101,27/12/2003,0.0
62,train_Client_28541,11,304,06/11/2017,0.0
62,train_Client_28542,11,307,29/10/2002,1.0
62,train_Client_28543,11,303,21/04/2010,1.0
63,train_Client_28544,11,311,20/11/2015,0.0
63,train_Client_28545,11,311,27/04/2015,0.0
63,train_Client_28546,11,311,17/09/2002,0.0
69,train_Client_28547,11,103,14/06/2006,0.0
63,train_Client_28548,11,312,20/04/1992,0.0
69,train_Client_28549,11,103,24/10/2008,0.0
69,train_Client_2855,11,107,09/06/2016,0.0
62,train_Client_28550,11,301,17/10/2011,0.0
63,train_Client_28551,11,312,24/09/1982,0.0
62,train_Client_28552,11,307,20/10/2010,0.0
60,train_Client_28553,11,101,18/09/2013,0.0
69,train_Client_28554,11,107,17/01/1983,0.0
63,train_Client_28555,11,306,03/10/2014,0.0
62,train_Client_28556,11,307,22/03/2010,0.0
69,train_Client_28557,11,104,13/12/1984,0.0
60,train_Client_28558,11,101,28/08/2013,0.0
69,train_Client_28559,11,107,17/05/2002,0.0
62,train_Client_2856,11,304,18/06/2010,0.0
60,train_Client_28560,11,101,16/05/2007,0.0
60,train_Client_28561,11,101,29/03/2013,0.0
60,train_Client_28562,11,101,23/12/2014,0.0
69,train_Client_28563,11,104,19/06/2007,0.0
62,train_Client_28564,11,307,22/04/1983,1.0
60,train_Client_28565,11,101,15/09/1983,0.0
62,train_Client_28566,11,301,12/03/2012,0.0
60,train_Client_28567,11,101,29/09/1998,0.0
69,train_Client_28568,11,107,16/12/1991,0.0
63,train_Client_28569,11,311,27/03/1990,0.0
69,train_Client_2857,11,107,28/11/2011,0.0
63,train_Client_28570,11,311,28/03/2011,0.0
69,train_Client_28571,11,107,18/12/2008,0.0
60,train_Client_28572,11,101,16/03/1978,0.0
62,train_Client_28573,11,303,13/02/2012,0.0
62,train_Client_28574,11,301,29/05/2013,0.0
63,train_Client_28575,11,312,24/01/2015,0.0
60,train_Client_28576,11,101,01/10/2001,0.0
69,train_Client_28577,11,103,13/04/2006,0.0
60,train_Client_28578,11,101,23/02/2010,0.0
69,train_Client_28579,11,107,13/12/2016,0.0
62,train_Client_2858,11,309,28/05/2014,0.0
63,train_Client_28580,11,311,01/04/2015,0.0
62,train_Client_28581,11,301,22/12/2016,0.0
63,train_Client_28582,11,306,05/02/2010,0.0
62,train_Client_28583,11,310,14/02/2013,0.0
69,train_Client_28584,11,105,01/07/2010,0.0
62,train_Client_28585,11,310,29/11/1989,0.0
60,train_Client_28586,11,101,13/03/2001,0.0
62,train_Client_28587,11,303,31/12/1990,0.0
63,train_Client_28588,11,311,22/05/2000,0.0
60,train_Client_28589,11,101,16/09/1994,0.0
62,train_Client_2859,11,307,22/03/2010,0.0
63,train_Client_28590,11,311,27/09/2001,0.0
60,train_Client_28591,11,101,03/03/2017,0.0
62,train_Client_28592,11,309,20/09/1989,0.0
62,train_Client_28593,11,301,08/03/2012,0.0
60,train_Client_28594,11,101,07/03/2005,0.0
62,train_Client_28595,11,307,27/10/1989,1.0
62,train_Client_28596,11,310,03/04/2008,0.0
63,train_Client_28597,11,308,08/11/1995,0.0
62,train_Client_28598,12,302,01/04/2008,0.0
62,train_Client_28599,11,310,28/04/1987,0.0
62,train_Client_286,11,307,27/05/1997,0.0
60,train_Client_2860,11,101,20/11/1998,0.0
69,train_Client_28600,11,104,09/08/2012,0.0
62,train_Client_28601,51,302,05/07/2019,0.0
62,train_Client_28602,11,304,12/10/2015,0.0
63,train_Client_28603,11,101,26/01/2006,0.0
60,train_Client_28604,11,101,06/11/2007,0.0
60,train_Client_28605,11,101,08/12/1994,0.0
60,train_Client_28606,11,101,12/04/2010,0.0
62,train_Client_28607,11,371,17/11/2011,0.0
62,train_Client_28608,11,310,25/12/2000,0.0
62,train_Client_28609,11,303,12/10/2004,0.0
62,train_Client_2861,11,303,07/04/2008,0.0
63,train_Client_28610,11,306,25/10/1988,0.0
69,train_Client_28611,11,103,08/07/2003,0.0
62,train_Client_28612,11,303,15/06/2016,0.0
60,train_Client_28613,11,101,12/07/1993,0.0
60,train_Client_28614,11,101,20/04/1984,0.0
63,train_Client_28615,11,313,30/03/2000,0.0
62,train_Client_28616,11,301,12/01/2013,0.0
60,train_Client_28617,11,101,19/11/1993,0.0
69,train_Client_28618,11,107,17/05/2012,0.0
62,train_Client_28619,11,303,23/09/2016,0.0
62,train_Client_2862,11,303,30/07/2007,0.0
69,train_Client_28620,11,104,19/08/2009,0.0
69,train_Client_28621,11,103,03/07/2018,0.0
69,train_Client_28622,11,103,10/12/2014,0.0
63,train_Client_28623,11,313,05/04/2012,0.0
69,train_Client_28624,11,107,13/09/1996,0.0
62,train_Client_28625,11,303,31/12/1977,0.0
69,train_Client_28626,11,106,11/03/2014,0.0
60,train_Client_28627,11,101,25/12/2014,0.0
69,train_Client_28628,11,104,09/01/2013,0.0
69,train_Client_28629,11,104,18/05/2012,0.0
69,train_Client_2863,11,103,24/11/1979,0.0
63,train_Client_28630,11,311,29/04/2003,0.0
69,train_Client_28631,11,104,18/11/2010,0.0
60,train_Client_28632,11,101,26/05/2014,0.0
62,train_Client_28633,11,305,07/09/2009,0.0
69,train_Client_28634,11,104,07/09/2009,0.0
63,train_Client_28635,11,311,19/07/2012,0.0
60,train_Client_28636,11,101,06/11/1990,0.0
69,train_Client_28637,11,107,09/08/2016,0.0
62,train_Client_28638,11,301,10/06/1983,0.0
62,train_Client_28639,11,305,24/05/1984,0.0
63,train_Client_2864,11,306,25/11/2013,0.0
69,train_Client_28640,11,107,18/07/2008,0.0
60,train_Client_28641,11,101,23/10/1985,0.0
62,train_Client_28642,11,301,22/06/1983,0.0
69,train_Client_28643,51,106,17/03/2014,0.0
60,train_Client_28644,11,101,29/03/2005,0.0
62,train_Client_28645,11,304,27/12/1991,0.0
63,train_Client_28646,11,311,19/04/1988,0.0
62,train_Client_28647,11,301,19/02/2014,0.0
62,train_Client_28648,11,304,08/03/1999,0.0
62,train_Client_28649,11,301,09/12/2016,0.0
62,train_Client_2865,11,302,29/03/1983,1.0
60,train_Client_28650,11,101,26/11/1981,0.0
69,train_Client_28651,11,104,19/08/2010,0.0
60,train_Client_28652,11,101,30/01/2012,0.0
63,train_Client_28653,11,313,15/12/1986,0.0
63,train_Client_28654,11,311,30/10/2013,0.0
60,train_Client_28655,11,101,21/10/2009,0.0
62,train_Client_28656,11,302,06/05/1981,0.0
62,train_Client_28657,11,310,25/02/1983,0.0
62,train_Client_28658,11,303,02/07/2012,0.0
60,train_Client_28659,51,101,23/11/2015,0.0
60,train_Client_2866,11,101,09/11/1988,0.0
63,train_Client_28660,11,306,08/01/2008,0.0
69,train_Client_28661,11,107,11/07/1979,0.0
60,train_Client_28662,11,101,15/04/2009,0.0
60,train_Client_28663,11,101,27/06/2003,0.0
62,train_Client_28664,11,310,08/03/1999,0.0
69,train_Client_28665,11,104,22/11/2013,0.0
63,train_Client_28666,11,379,20/04/1992,0.0
62,train_Client_28667,11,310,01/03/1982,0.0
62,train_Client_28668,11,303,12/11/1979,0.0
69,train_Client_28669,11,104,12/05/1998,0.0
60,train_Client_2867,12,101,20/09/2007,0.0
60,train_Client_28670,11,101,19/06/2007,0.0
63,train_Client_28671,11,311,13/12/1994,0.0
63,train_Client_28672,11,306,29/12/2007,0.0
62,train_Client_28673,12,310,08/11/1995,0.0
69,train_Client_28674,11,103,28/11/1995,0.0
62,train_Client_28675,11,310,05/06/2008,0.0
60,train_Client_28676,11,101,23/03/2009,1.0
69,train_Client_28677,11,107,27/11/2010,0.0
62,train_Client_28678,11,310,21/05/2008,0.0
63,train_Client_28679,11,311,22/03/2000,0.0
63,train_Client_2868,11,311,05/03/2013,0.0
62,train_Client_28680,11,307,01/12/2008,0.0
60,train_Client_28681,11,101,07/04/1981,0.0
62,train_Client_28682,11,304,17/01/1992,0.0
60,train_Client_28683,11,101,17/04/1992,0.0
62,train_Client_28684,11,302,22/03/2012,0.0
62,train_Client_28685,11,310,17/06/1983,0.0
60,train_Client_28686,11,101,19/09/2014,0.0
60,train_Client_28687,11,101,12/03/2015,0.0
62,train_Client_28688,11,301,27/02/1986,0.0
62,train_Client_28689,11,310,30/03/2017,0.0
69,train_Client_2869,11,104,30/12/1997,0.0
60,train_Client_28690,11,101,27/12/2004,1.0
60,train_Client_28691,11,101,01/10/2013,0.0
60,train_Client_28692,11,101,07/01/2013,0.0
60,train_Client_28693,11,101,04/03/1992,0.0
69,train_Client_28694,11,107,05/09/2011,0.0
62,train_Client_28695,11,301,01/06/2016,0.0
60,train_Client_28696,11,101,08/10/1992,0.0
63,train_Client_28697,11,308,29/12/2011,0.0
60,train_Client_28698,11,101,20/02/2007,0.0
62,train_Client_28699,11,310,03/11/2007,0.0
60,train_Client_287,11,101,06/12/1977,0.0
62,train_Client_2870,11,301,25/10/2007,1.0
62,train_Client_28700,11,309,02/05/1983,0.0
63,train_Client_28701,11,312,01/04/1986,0.0
60,train_Client_28702,11,101,17/09/1979,0.0
60,train_Client_28703,11,101,29/12/2006,0.0
63,train_Client_28704,11,311,27/09/2016,0.0
69,train_Client_28705,11,104,25/03/2013,0.0
62,train_Client_28706,11,310,18/10/2008,0.0
63,train_Client_28707,11,372,07/03/2013,0.0
62,train_Client_28708,11,309,25/03/2014,0.0
62,train_Client_28709,11,303,10/11/2016,0.0
69,train_Client_2871,11,107,21/11/1983,0.0
69,train_Client_28710,11,103,05/12/2007,0.0
69,train_Client_28711,11,104,07/12/2005,0.0
69,train_Client_28712,11,107,04/03/1988,0.0
63,train_Client_28713,11,311,07/10/1998,0.0
62,train_Client_28714,11,309,31/08/2001,0.0
63,train_Client_28715,11,311,26/04/1995,0.0
60,train_Client_28716,11,101,07/06/2008,0.0
69,train_Client_28717,11,103,17/03/2009,0.0
60,train_Client_28718,11,101,22/04/1983,0.0
62,train_Client_28719,11,310,05/10/2004,0.0
69,train_Client_2872,11,107,08/05/2012,0.0
62,train_Client_28720,11,304,30/05/1986,0.0
69,train_Client_28721,11,105,18/12/2008,0.0
60,train_Client_28722,11,101,11/12/2003,0.0
69,train_Client_28723,11,104,23/08/2005,0.0
60,train_Client_28724,11,101,06/03/2007,0.0
62,train_Client_28725,11,302,09/08/2014,0.0
60,train_Client_28726,11,101,09/02/2010,0.0
62,train_Client_28727,11,309,11/03/2016,0.0
69,train_Client_28728,11,107,27/04/2009,0.0
69,train_Client_28729,11,104,06/01/2011,0.0
69,train_Client_2873,11,107,08/01/2010,0.0
63,train_Client_28730,11,306,28/10/2013,0.0
63,train_Client_28731,11,306,28/04/2008,0.0
62,train_Client_28732,12,303,10/01/1983,0.0
60,train_Client_28733,11,101,27/09/2006,0.0
69,train_Client_28734,11,104,12/05/1998,0.0
69,train_Client_28735,11,107,17/12/2012,0.0
63,train_Client_28736,11,312,21/01/1998,0.0
60,train_Client_28737,11,101,30/05/2006,0.0
60,train_Client_28738,11,101,28/09/2012,0.0
63,train_Client_28739,11,311,26/02/1991,0.0
69,train_Client_2874,11,103,25/01/2011,0.0
69,train_Client_28740,11,104,14/04/2010,0.0
62,train_Client_28741,11,305,26/01/2013,0.0
63,train_Client_28742,11,372,22/11/2010,0.0
69,train_Client_28743,11,104,14/07/2014,0.0
62,train_Client_28744,11,301,23/03/2007,0.0
62,train_Client_28745,11,303,08/08/1981,0.0
63,train_Client_28746,11,372,15/12/2011,0.0
60,train_Client_28747,11,101,30/03/2009,1.0
62,train_Client_28748,11,303,31/12/1981,0.0
69,train_Client_28749,11,103,16/01/2007,0.0
63,train_Client_2875,11,311,08/03/1999,0.0
62,train_Client_28750,11,302,24/04/2000,0.0
60,train_Client_28751,11,101,28/12/1995,0.0
60,train_Client_28752,11,101,13/02/2007,0.0
63,train_Client_28753,11,311,17/12/2015,0.0
62,train_Client_28754,12,301,29/12/1982,0.0
60,train_Client_28755,11,101,23/04/1981,0.0
62,train_Client_28756,11,302,03/06/2010,0.0
60,train_Client_28757,11,101,11/05/2018,0.0
63,train_Client_28758,11,311,18/04/1995,0.0
60,train_Client_28759,12,101,20/09/2005,0.0
62,train_Client_2876,11,301,13/04/1990,0.0
63,train_Client_28760,11,311,13/10/2010,0.0
62,train_Client_28761,11,303,08/11/1977,0.0
62,train_Client_28762,11,305,14/11/2011,0.0
62,train_Client_28763,11,309,10/11/2009,0.0
62,train_Client_28764,11,307,31/12/1994,0.0
63,train_Client_28765,11,312,17/09/1999,0.0
63,train_Client_28766,11,308,22/08/2001,0.0
69,train_Client_28767,11,103,18/06/1993,1.0
69,train_Client_28768,11,104,20/12/2016,0.0
69,train_Client_28769,11,105,11/06/2008,0.0
63,train_Client_2877,11,313,29/02/2000,0.0
62,train_Client_28770,11,310,19/03/2008,0.0
63,train_Client_28771,11,311,12/11/2014,0.0
63,train_Client_28772,11,306,13/02/1980,0.0
62,train_Client_28773,11,305,15/09/1992,0.0
60,train_Client_28774,11,101,28/12/1981,0.0
62,train_Client_28775,11,310,28/04/2008,0.0
63,train_Client_28776,11,311,12/02/1993,0.0
69,train_Client_28777,11,105,27/07/2011,1.0
62,train_Client_28778,11,310,28/06/2013,0.0
69,train_Client_28779,11,107,13/07/1990,0.0
60,train_Client_2878,12,101,18/09/2000,0.0
62,train_Client_28780,11,303,28/06/2007,0.0
69,train_Client_28781,11,104,10/04/2000,0.0
62,train_Client_28782,11,304,04/05/2017,0.0
60,train_Client_28783,11,101,29/09/1988,0.0
63,train_Client_28784,11,311,19/06/2013,1.0
62,train_Client_28785,11,305,17/01/2002,0.0
62,train_Client_28786,11,301,22/11/1988,0.0
63,train_Client_28787,11,312,11/12/1986,0.0
62,train_Client_28788,11,303,14/12/1982,0.0
63,train_Client_28789,11,311,18/04/1985,0.0
60,train_Client_2879,11,101,13/02/1995,0.0
62,train_Client_28790,11,307,24/09/1999,0.0
62,train_Client_28791,11,303,22/06/2015,0.0
69,train_Client_28792,11,104,16/05/2013,0.0
60,train_Client_28793,11,101,10/05/1977,0.0
62,train_Client_28794,11,301,03/06/2013,0.0
69,train_Client_28795,11,103,23/11/2012,0.0
63,train_Client_28796,11,312,19/11/2014,0.0
60,train_Client_28797,11,101,06/02/1989,0.0
69,train_Client_28798,11,104,07/03/2008,1.0
69,train_Client_28799,11,103,20/09/2004,0.0
69,train_Client_288,12,104,12/05/1998,0.0
63,train_Client_2880,11,101,25/06/1987,0.0
69,train_Client_28800,11,107,08/07/1997,1.0
62,train_Client_28801,11,301,04/07/2003,0.0
60,train_Client_28802,11,101,11/11/2013,0.0
69,train_Client_28803,11,104,02/05/2003,0.0
